Username,Movie 1,Movie 2,Movie 3,Movie 4,Movie 5,Movie 6,Movie 7,Movie 8,score_12_12,rank_12_12
BShreve,Joker: Folie a Deux, Wicked, The Wild Robot, We Live in Time, Transformers One, Sing Sing, Furiosa: A Mad Max Saga," ""The Lord of the Rings: The War of the Rohirrim
""",1147.0,5609.0
bookworm455,Gladiator II, Lisa Frankenstein, Moana 2, Kingdom of the Planet of the Apes, Inside Out 2, Red One, The Last Showgirl, The American Society of Magical Negroes,981.0,8198.0
Tammy2dope,Joker: Folie a Deux, Mufasa: The Lion King, Wicked, Beetlejuice Beetlejuice, Venom: The Last Dance, Transformers One, Sonic the Hedgehog 3, Nosferatu,1072.0,6831.0
Comrade Conny,Joker: Folie a Deux, Saturday Night, A Complete Unknown, Venom: The Last Dance, Nosferatu, Babygirl, The Brutalist, A Real Pain,1097.0,6449.0
Kristenswig LLC,Dune: Part Two, Anora, The Brutalist, The Seed of the Sacred Fig, Janet Planet, Flow, Sugarcane, Venom: The Last Dance,1202.0,4787.0
MBerkovits,Mufasa: The Lion King, Conclave, Anora, Saturday Night, Juror #2, The Brutalist, The Substance, All We Imagine As Light,1407.0,2209.0
Thiccolas Hoult,Gladiator II, The Wild Robot, Wicked, September 5, Nosferatu, Relay, Daughters, The Life of Chuck,1190.0,4950.0
I am Rambos dad,Anora, Emilia Perez, Blitz, The Brutalist, Venom: The Last Dance, Sugarcane, The Life of Chuck, Kneecap,1217.0,4574.0
BigDogWoofWoof,Sing Sing, A Different Man, In the Summers, Saturday Night, The Substance, Anora, Will & Harper, Emilia Perez,1322.0,3164.0
SOS Phil,Wicked, The Substance, Nightbitch, The Apprentice, Bob Marley: One Love, Joker: Folie a Deux, Dune: Part Two, Super/Man: The Christopher Reeve Story,1232.0,4356.0
FestivalDork,Anora, The Brutalist, The Room Next Door, The Outrun, Flow, All We Imagine As Light, Christmas Eve in Miller's Point, Gladiator II,1224.0,4476.0
Bdog,Queer, Didi, Ultraman: Rising, The Wild Robot, A Real Pain, The Piano Lesson, Challengers, Moana 2,1037.0,7367.0
Ryan Bobkin,Universal Language, Anora, Janet Planet, The Apprentice, Babygirl, Challengers, The Brutalist, Emilia Perez,1287.0,3630.0
EvAnderson,Moana 2, Joker: Folie a Deux, Sonic the Hedgehog 3, The Piano Lesson, The Seed of the Sacred Fig, Red One, Smile 2, Queer,912.0,9235.0
The Joker In The Pack,Moana 2, Sing Sing, Conclave, Here, We Live in Time, Will & Harper, The Last Showgirl, Kneecap,1112.0,6202.0
joseggonzalezl,Nosferatu, A Real Pain, Conclave, Queer, Mothers' Instinct, His Three Daughters, Juror #2, Moana 2,1127.0,5936.0
saoirse ronan tribute wall,Anora, Blitz, Nickel Boys, Kneecap, Hard Truths, I Saw the TV Glow, The Brutalist, Smile 2,1226.0,4448.0
DeependoftheDeadpool,Joker: Folie a Deux, Mothers' Instinct, The Wild Robot, Woman of the Hour, Wicked, Emilia Perez, Megalopolis, Heretic,1200.0,4811.0
Pining for the Fjords,Didi, Megalopolis, Gladiator II, Wicked, We Live in Time, Saturday Night, The Friend, The Room Next Door,1148.0,5590.0
badfaith,Gladiator II, Didi, Anora, The Substance, The Brutalist, Rez Ball, Omni Loop, Monkey Man,1298.0,3482.0
Kieran Culkin EGOT When,A Real Pain, We Live in Time, Megalopolis, Civil War, Will & Harper, Sing Sing, Wicked, Blitz,1190.0,4950.0
lowmess,Gladiator II, Anora, The Brutalist, Smile 2, Oh Canada, The End, Heretic, Evil Does Not Exist,1203.0,4771.0
BlackbeardDave,Challengers, Longlegs, Wicked, Deadpool & Wolverine, Dune: Part Two, Civil War, The Room Next Door, The Brutalist,1280.0,3705.0
VestigialLimb,Challengers, Joker: Folie a Deux, Lee, Moana 2, Juror #2, The Brutalist, Queer, The Life of Chuck,1056.0,7071.0
Jem510,Wicked, Sing Sing, Inside Out 2, Six Triple Eight, Didi, Joker: Folie a Deux, Lee, Woman of the Hour,1135.0,5810.0
Millertime20,Joker: Folie a Deux, Gladiator II, Wicked, Nosferatu, Twisters, It Ends With Us, Longlegs, MaXXXine,1133.0,5845.0
Johnjax,Sonic the Hedgehog 3, Inside Out 2, Moana 2, Venom: The Last Dance, Juror #2, The Apprentice, Smile 2, Mufasa: The Lion King,902.0,9390.0
AVeeTee,Anora, The Brutalist, Queer, I Saw the TV Glow, Challengers, Didi, His Three Daughters, Heretic,1220.0,4530.0
Mean Babygirls,Venom: The Last Dance, Emilia Perez, Daughters, The Seed of the Sacred Fig, The Wild Robot, Babygirl, Conclave, A Real Pain,1175.0,5170.0
Kpad,Furiosa: A Mad Max Saga, Joker: Folie a Deux, Moana 2, Sonic the Hedgehog 3, Kingdom of the Planet of the Apes, Venom: The Last Dance, The Apprentice, Inside Out 2,887.0,9624.0
Problemilia Perez Ball,Anora, Sing Sing, Challengers, Hard Truths, A Real Pain, The Piano Lesson, The Outrun, His Three Daughters,1190.0,4950.0
Molly B,Blitz, Conclave, Wicked, Will & Harper, I Am Celine Dion, Hard Truths, The Wild Robot, The Piano Lesson,1245.0,4171.0
DJ M,Moana 2, Joker: Folie a Deux, Sonic the Hedgehog 3, Nosferatu, Venom: The Last Dance," ""The Lord of the Rings: The War of the Rohirrim
""", Elton John: Never Too Late, Smile 2,871.0,9853.0
jamodavi,Lee, Civil War, Wicked, Dune: Part Two, Anora, Nosferatu, Will & Harper, Kneecap,1290.0,3583.0
Spice Must Flow,Joker: Folie a Deux, Wicked, Christmas Eve in Miller's Point, Nosferatu, Gladiator II, My Dead Friend Zoe, Kinds of Kindness, Megalopolis,1133.0,5845.0
geostorm,Wicked, We Live in Time, Megalopolis, Gladiator II, Joker: Folie a Deux, Longlegs, The Life of Chuck, Transformers One,1112.0,6202.0
shelbycakes,Gladiator II, Joker: Folie a Deux, Wicked, Saturday Night, Kraven the Hunter, Civil War, Speak No Evil, Omni Loop,1122.0,6026.0
Dune ur mom,Dune: Part Two, Conclave, Challengers, Evil Does Not Exist, Piece by Piece, Wicked, Furiosa: A Mad Max Saga, Megalopolis,1289.0,3597.0
Nathaly Portman,Anora, Emilia Perez, The Brutalist, The Wild Robot, Hard Truths, The Seed of the Sacred Fig, The Outrun, All We Imagine As Light,1304.0,3405.0
Zadenator,Nosferatu, Anora, Wicked, Dune: Part Two, Wallace & Gromit: Vengeance Most Fowl, Y2K, Piece by Piece, The Beast,1284.0,3659.0
Rubin,Gladiator II, The Brutalist, Babygirl, A Real Pain, The Piano Lesson, Hard Truths, The Outrun, All We Imagine As Light,1167.0,5290.0
Hunter,A Real Pain, Nosferatu, Blitz, Moana 2, The Substance, Kraven the Hunter, A Complete Unknown, The Apprentice,1126.0,5950.0
Adrian Brodys Adams Apple,Anora, Emilia Perez, The Brutalist, A Real Pain, Daughters, Challengers, Super/Man: The Christopher Reeve Story, Sonic the Hedgehog 3,1314.0,3279.0
Thats Anorable,Anora, Emilia Perez, The Brutalist, A Real Pain, Challengers, Daughters, Sonic the Hedgehog 3, Super/Man: The Christopher Reeve Story,1314.0,3279.0
Longshot,Sing Sing, Wicked, Challengers, Nightbitch, Saturday Night, Will & Harper, Longlegs, Inside Out 2,1179.0,5107.0
Dicky Greenleaf,Anora, Emilia Perez, The Brutalist, A Real Pain, Flow, Nosferatu, Daughters, September 5,1349.0,2834.0
CouchPotatoVIP,The Substance, Challengers, National Anthem, Will & Harper, Dune: Part Two, The Wild Robot, Wicked, Saturday Night,1294.0,3532.0
savbrads,Anora, The Brutalist, Maria, Emilia Perez, The Seed of the Sacred Fig, A Real Pain, The Last Showgirl, Madame Web,1314.0,3279.0
DustinThenJames,Anora, Challengers, The Brutalist, We Live in Time, Here, Conclave, A Different Man, Bird,1294.0,3532.0
anjuju,Dune: Part Two, Saturday Night, Didi, Wicked, Challengers, The Substance, Deadpool & Wolverine, Twisters,1284.0,3659.0
johnleh,Anora, The Brutalist, September 5, Conclave, A Real Pain, Juror #2, Will & Harper, Nosferatu,1359.0,2724.0
Paul Mescals Running Shorts,Moana 2, Emilia Perez, The Brutalist, Nightbitch, Saturday Night, Deadpool & Wolverine, Thelma, The Life of Chuck,1150.0,5548.0
shardwick,Twisters, I Saw the TV Glow, Anora, Nickel Boys, The Wild Robot, Babygirl, Janet Planet, The Brutalist,1238.0,4279.0
jbsaltzman,Conclave, Wicked, Saturday Night, Maria, Here, Heretic, Megalopolis, The Wild Robot,1243.0,4204.0
Leixh0,Anora, The Brutalist, Emilia Perez, Saturday Night, A Complete Unknown, Furiosa: A Mad Max Saga, All We Imagine As Light, The Outrun,1313.0,3298.0
Charles in Charge,Blitz, Conclave, Anora, Juror #2, A Real Pain, The Room Next Door, The Life of Chuck, Venom: The Last Dance,1163.0,5353.0
TwisterSister,Anora, Conclave, The Brutalist, The Wild Robot, Babygirl, Flow, Universal Language, Hard Truths,1318.0,3220.0
milstar10,Deadpool & Wolverine, The Wild Robot, Inside Out 2, Wicked, Conclave, IF, Transformers One, Joker: Folie a Deux,1208.0,4691.0
Bryshecks,Dune: Part Two, Anora, Megalopolis, Wicked, Civil War, Furiosa: A Mad Max Saga, Alien: Romulus, Your Monster,1248.0,4137.0
Jack Warden,Conclave, Anora, A Different Man, Juror #2, The Brutalist, Nosferatu, September 5, Babygirl,1323.0,3150.0
al al al,Joker: Folie a Deux, Wicked, Queer, Sonic the Hedgehog 3, Young Woman and the Sea, Sing Sing, Love Lies Bleeding, Will & Harper,1143.0,5674.0
1992Hopeful,Anora, Conclave, The Brutalist, September 5, Here, Kneecap, Lee, A Real Pain,1333.0,3026.0
Gladiator II Back in the Habit,Anora, Nickel Boys, The Brutalist, Sonic the Hedgehog 3, Babygirl, Hard Truths, Janet Planet, I Saw the TV Glow,1238.0,4279.0
Vainglorious TWB,Small Things Like These, Deadpool & Wolverine, Beetlejuice Beetlejuice, Joker: Folie a Deux, Wicked, Saturday Night, Inside Out 2, The Brutalist,1198.0,4835.0
Foxy ass old whore,Anora, Challengers, Sonic the Hedgehog 3, Moana 2, Monkey Man, The Wild Robot, Furiosa: A Mad Max Saga, The Bikeriders,1079.0,6726.0
Amys Saturday Nightbitch Fest,His Three Daughters, The Substance, Conclave, A Real Pain, Babygirl, Hard Truths, Gladiator II, The Life of Chuck,1256.0,4040.0
thewhale,Emilia Perez, Anora, Christmas Eve in Miller's Point, Eden, Megalopolis, Will & Harper, Moana 2, The Black Box Diaries,1149.0,5570.0
Monstro Elisasue Hosts the 97th Academy Awards,Anora, Emilia Perez, The Brutalist, A Real Pain, Saturday Night, The Room Next Door, The Seed of the Sacred Fig, I'm Still Here,1318.0,3220.0
Pguillotte,Gladiator II, Wicked, Nosferatu, Here, Eden, Bird, Lee, Heretic,1161.0,5379.0
Dfh223,Anora, Emilia Perez, Sing Sing, The Brutalist, The Seed of the Sacred Fig, Kneecap, My Dead Friend Zoe, No Other Land,1318.0,3220.0
Im Still Queer,Anora, Emilia Perez, The Brutalist, The Seed of the Sacred Fig, Conclave, Sugarcane, I'm Still Here," ""The Lord of the Rings: The War of the Rohirrim
""",1378.0,2497.0
In Memoriam of  Your hopes of winning,Anora, The Piano Lesson, The Room Next Door, Will & Harper, Wicked, I Am Celine Dion, Sonic the Hedgehog 3, Blitz,1203.0,4771.0
CharlesInCharge,Anora, The Brutalist, Conclave, The Black Box Diaries, Nosferatu, Sing Sing, Memoir of a Snail, Flow,1368.0,2610.0
Kelly Rance,Anora, Furiosa: A Mad Max Saga, Daughters, The Brutalist, Conclave, Sing Sing, I'm Still Here, Universal Language,1333.0,3026.0
geehaus,Anora, Emilia Perez, The Room Next Door, Saturday Night, A Real Pain, The Brutalist, The Seed of the Sacred Fig, I'm Still Here,1318.0,3220.0
Justly Underrated,Anora, The Brutalist, The Wild Robot, Will & Harper, Emilia Perez, September 5, Flow, All We Imagine As Light,1318.0,3220.0
Bams,Anora, Sing Sing, Blitz, The Brutalist, The Seed of the Sacred Fig, The Substance, Longlegs, All We Imagine As Light,1318.0,3220.0
Gabe Day lose it,Anora, Heretic, The Brutalist, We Live in Time, The Best Christmas Pageant Ever, The Wild Robot, Conclave, Babygirl,1308.0,3360.0
Kevin 2,Emilia Perez, Mufasa: The Lion King, Wicked, Saturday Night, The Room Next Door, The Piano Lesson, Smile 2, Memoir of a Snail,1207.0,4709.0
My Old Queer Beetlejuice Ass II,Queer, Emmanuelle, Furiosa: A Mad Max Saga, Mothers' Instinct, Gladiator II, Moana 2, The Substance, Super/Man: The Christopher Reeve Story,1086.0,6615.0
Rollby8,Joker: Folie a Deux, Wicked, Sonic the Hedgehog 3, Mufasa: The Lion King, Venom: The Last Dance, Juror #2, Nosferatu, Kraven the Hunter,1062.0,6992.0
swayzecrazy,Wicked, It Ends With Us, Here, Christmas Eve in Miller's Point, Inside Out 2, Sing Sing, Queer, Challengers,1172.0,5230.0
UrMoveCreep,Joker: Folie a Deux, Queer, We Live in Time, Challengers, Wicked, Sonic the Hedgehog 3, A Complete Unknown, Speak No Evil,1137.0,5778.0
MovieLover4Life,Gladiator II, Shirley, Inside Out 2, Babygirl," ""The Lord of the Rings: The War of the Rohirrim
""", I Am Celine Dion, Wicked, Will & Harper,1140.0,5716.0
UberMax,Universal Language, Nosferatu," ""The Lord of the Rings: The War of the Rohirrim
""", Gladiator II, Wicked, Y2K, Joker: Folie a Deux, Your Monster,1130.0,5887.0
SullyMac,Gladiator II, Joker: Folie a Deux, Wicked, Eden, Here, Brothers, Arthur the King, The Black Box Diaries,1115.0,6148.0
MBolz,Moana 2, Sing Sing, A Complete Unknown, The Life of Chuck, Here, Juror #2, Red One, Sonic the Hedgehog 3,998.0,7949.0
Drewww,Here, Civil War, Wicked, The Brutalist, Challengers, The Piano Lesson, Nosferatu, Kingdom of the Planet of the Apes,1227.0,4433.0
HillaryWest,Sing Sing, Blitz, The Brutalist, The Wild Robot, Venom: The Last Dance, Smile 2, The Substance, The Fall Guy,1147.0,5609.0
Katydwyer,Moana 2, Anora, Nosferatu, Juror #2, The Return, Will & Harper, The Best Christmas Pageant Ever, All We Imagine As Light,1073.0,6818.0
Pevsner,Gladiator II, Moana 2, Babygirl, His Three Daughters, Hard Truths, Omni Loop, Rez Ball, Evil Does Not Exist,996.0,7972.0
NorthStar Princess,The Piano Lesson, Anora, Elton John: Never Too Late, Emilia Perez, Babygirl, Hard Truths, Venom: The Last Dance, The Room Next Door,1122.0,6026.0
Jessabon,Dune: Part Two, Wicked, The Brutalist, Eden, Without Blood, A Complete Unknown, Lee, Drive-Away Dolls,1287.0,3630.0
SlimmyShammy,The Brutalist, Moana 2, The Apprentice, Here, Furiosa: A Mad Max Saga, A Real Pain," ""The Lord of the Rings: The War of the Rohirrim
""", Blitz,1083.0,6664.0
Koriosa A Bad Back Saga,The Apprentice, The Brutalist," ""The Lord of the Rings: The War of the Rohirrim
""", Anora, The Wild Robot, The Substance, Conclave, Nosferatu,1397.0,2307.0
Amasio Jutel,The Brutalist, Venom: The Last Dance, Nosferatu, Anora, A Complete Unknown, We Live in Time, Sonic the Hedgehog 3, The Seed of the Sacred Fig,1166.0,5303.0
